full_text,case_folding,preprocessing,final_label,label,confidence
@InfoJktCom Dengan enam kilang yang beroperasi Pertamina dapat meningkatkan efisiensi dan efektivitas dalam produksi BBM.,@infojktcom dengan enam kilang yang beroperasi pertamina dapat meningkatkan efisiensi dan efektivitas dalam produksi bbm.,enam kilang operasi pertamina tingkat efisiensi efektivitas produksi bahan bakar minyak,positive,,0.4942517987643894
@InfoJktCom Enam kilang yang beroperasi memungkinkan Pertamina untuk memproduksi BBM yang cukup untuk memenuhi kebutuhan nasional.,@infojktcom enam kilang yang beroperasi memungkinkan pertamina untuk memproduksi bbm yang cukup untuk memenuhi kebutuhan nasional.,enam kilang operasi pertamina produksi bahan bakar minyak penuh butuh nasional,positive,,0.5451481989502958
@LahrianSyahilla Dengan enam kilang yang beroperasi Pertamina dapat memenuhi sebagian besar kebutuhan BBM nasional.,@lahriansyahilla dengan enam kilang yang beroperasi pertamina dapat memenuhi sebagian besar kebutuhan bbm nasional.,enam kilang operasi pertamina penuh butuh bahan bakar minyak nasional,positive,,0.5649038414298397
Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional Langkah yang tepat harus kita dukung selalu https://t.co/wIbi5aq37m,pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional langkah yang tepat harus kita dukung selalu https://t.co/wibi5aq37m,pertamina genjot produksi kilang kuat tahan energi nasional langkah dukung,positive,,0.5361592122009532
Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional langkah tepat di ambil semoga dengan ini ketersediaan energi bisa tercukupi ️ https://t.co/ZTg0hmzw3b,pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional langkah tepat di ambil semoga dengan ini ketersediaan energi bisa tercukupi ️ https://t.co/ztg0hmzw3b,pertamina genjot produksi kilang kuat tahan energi nasional langkah ambil moga sedia energi cukup,positive,,0.5540069308625382
Pertamina terus genjot produksi kilang demi memperkuat ketahanan energi nasional 🇮🇩 Langkah nyata untuk jaga pasokan energi bangsa https://t.co/ZTg0hmzw3b,pertamina terus genjot produksi kilang demi memperkuat ketahanan energi nasional 🇮🇩 langkah nyata untuk jaga pasokan energi bangsa https://t.co/ztg0hmzw3b,pertamina genjot produksi kilang kuat tahan energi nasional indonesia langkah nyata jaga pasok energi bangsa,positive,,0.5235053796936785
@LahrianSyahilla mendukung operasional kilang Pertamina juga menggenjot produksi migas,@lahriansyahilla mendukung operasional kilang pertamina juga menggenjot produksi migas,dukung operasional kilang pertamina genjot produksi migas,positive,,0.4854853537916584
@Seputar_Energi_ Hasil produksi migas ini menjadi bahan baku utama pengolahan di kilang Pertamina.,@seputar_energi_ hasil produksi migas ini menjadi bahan baku utama pengolahan di kilang pertamina.,hasil produksi migas bahan baku utama olah kilang pertamina,positive,,0.43324994890509877
Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional Semoga berjalan dengan lancar dan sukses https://t.co/O6pUx3T4U7,pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional semoga berjalan dengan lancar dan sukses https://t.co/o6pux3t4u7,pertamina genjot produksi kilang kuat tahan energi nasional moga jalan lancar sukses,positive,,0.5598092171818227
Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional Langkah ini sejalan dengan strategi pemerintah untuk mengurangi ketergantungan pada impor BBM sekaligus memastikan ketersediaan energi yang stabil bagi masyarakat. https://t.co/2tEf071puL,pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional langkah ini sejalan dengan strategi pemerintah untuk mengurangi ketergantungan pada impor bbm sekaligus memastikan ketersediaan energi yang stabil bagi masyarakat. https://t.co/2tef071pul,pertamina genjot produksi kilang kuat tahan energi nasional langkah jalan strategi perintah kurang gantung impor bahan bakar minyak sedia energi stabil masyarakat,positive,,0.5195284871181601
Good Job Yah Buat Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional Semoga Dengan Ini Energi Nasional Semakin Menguat https://t.co/6m68TwYOAR,good job yah buat pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional semoga dengan ini energi nasional semakin menguat https://t.co/6m68twyoar,good job yah pertamina genjot produksi kilang kuat tahan energi nasional moga energi nasional kuat,positive,,0.5416073837126436
@InfoJktCom Pertamina terus meningkatkan kapasitas produksi kilang nasional,@infojktcom pertamina terus meningkatkan kapasitas produksi kilang nasional,pertamina tingkat kapasitas produksi kilang nasional,positive,,0.5439502635836766
@LahrianSyahilla Jadi jelas ya kilang ini backbone penting buat suplai BBM kita sehari-hari.,@lahriansyahilla jadi jelas ya kilang ini backbone penting buat suplai bbm kita sehari-hari.,kilang backbone suplai bahan bakar minyak hari,negative,,0.47380496683113665
@InfoJktCom Kalau kapasitas kilang ditingkatkan lagi impor bisa makin ditekan tuh.,@infojktcom kalau kapasitas kilang ditingkatkan lagi impor bisa makin ditekan tuh.,kapasitas kilang tingkat impor tekan tuh,negative,,0.4473302568548064
@Seputar_Energi_ Menarik juga enam kilang bisa cover sebagian besar kebutuhan nasional.,@seputar_energi_ menarik juga enam kilang bisa cover sebagian besar kebutuhan nasional.,tarik enam kilang cover butuh nasional,positive,,0.451128420185024
@1Obefiend Hey pakcik... The products are properly packed and it is from a kilang that practices HACCP and GMP. Bukannya rendang masak ssndiri dekat rumah bawak pi sana... Aduhai.,@1obefiend hey pakcik... the products are properly packed and it is from a kilang that practices haccp and gmp. bukannya rendang masak ssndiri dekat rumah bawak pi sana... aduhai.,hey pakcik the products are properly packed and it is from a kilang that practices haccp and gmp rendang masak ssndiri rumah bawak pi aduhai,positive,,0.4147357430020226
@InfoJktCom Enam kilang beroperasi maksimal keren sekali,@infojktcom enam kilang beroperasi maksimal keren sekali,enam kilang operasi maksimal keren,positive,,0.4634317664652894
@InfoJktCom Emang mantep nih pertamina bisa penuhi kebutuhan bbm nasional lho lewat 6 kilang juga,@infojktcom emang mantep nih pertamina bisa penuhi kebutuhan bbm nasional lho lewat 6 kilang juga,emang mantep nih pertamina penuh butuh bahan bakar minyak nasional lho kilang,positive,,0.513571814399273
@LahrianSyahilla Luar biasa enam kilang bisa produksi sebesar itu,@lahriansyahilla luar biasa enam kilang bisa produksi sebesar itu,enam kilang produksi,negative,,0.5435809549934182
@InfoJktCom pengolahan di kilang hingga penyaluran energi ke konsumen. Energi dipastikan sampai di pintu depan masyarakat melalui fasilitas dan moda transportasi yang dikelola perusahaan,@infojktcom pengolahan di kilang hingga penyaluran energi ke konsumen. energi dipastikan sampai di pintu depan masyarakat melalui fasilitas dan moda transportasi yang dikelola perusahaan,olah kilang salur energi konsumen energi pintu masyarakat fasilitas moda transportasi kelola usaha,positive,,0.45890024825042286
@Seputar_Energi_ Semoga kilang terus ditingkatkan kapasitasnya ,@seputar_energi_ semoga kilang terus ditingkatkan kapasitasnya ,moga kilang tingkat kapasitas,positive,,0.5192675078664022
@InfoJktCom produksi minyak nasional dan 37 persen produksi gas nasional. Hasil produksi migas ini menjadi bahan baku utama pengolahan di kilang Pertamina.,@infojktcom produksi minyak nasional dan 37 persen produksi gas nasional. hasil produksi migas ini menjadi bahan baku utama pengolahan di kilang pertamina.,produksi minyak nasional persen produksi gas nasional hasil produksi migas bahan baku utama olah kilang pertamina,positive,,0.45095620338898623
@LahrianSyahilla Saat ini kapasitas produksi enam kilang mencapai 1 05 juta barel per hari dan ditargetkan meningkat signifikan menjadi 1 4 juta barel per hari setelah proyek Refinery Development Masterplan Program (RDMP) Balikpapan rampung.,@lahriansyahilla saat ini kapasitas produksi enam kilang mencapai 1 05 juta barel per hari dan ditargetkan meningkat signifikan menjadi 1 4 juta barel per hari setelah proyek refinery development masterplan program (rdmp) balikpapan rampung.,kapasitas produksi enam kilang capai juta barel target tingkat signifikan juta barel proyek refinery development masterplan program rdmp balikpapan rampung,positive,,0.5773348229837891
@LahrianSyahilla Enam kilang tersebut meliputi Kilang II Dumai (Sumatera) hingga Kilang VII Kasim (Papua). Fasilitas ini menjadi tulang punggung produksi energi nasional menghasilkan BBM Avtur LPG serta produk petrokimia sesuai standar internasional,@lahriansyahilla enam kilang tersebut meliputi kilang ii dumai (sumatera) hingga kilang vii kasim (papua). fasilitas ini menjadi tulang punggung produksi energi nasional menghasilkan bbm avtur lpg serta produk petrokimia sesuai standar internasional,enam kilang liput kilang ii dumai sumatera kilang vii kasim papua fasilitas tulang punggung produksi energi nasional hasil bahan bakar minyak bahan bakar pesawat elpiji produk petrokimia sesuai standar internasional,positive,,0.4599625126236695
@Seputar_Energi_ mantap Pertamina menegaskan komitmennya dalam menjaga ketahanan energi nasional. Melalui optimalisasi enam kilang yang tersebar dari Sumatera hingga Papua ,@seputar_energi_ mantap pertamina menegaskan komitmennya dalam menjaga ketahanan energi nasional. melalui optimalisasi enam kilang yang tersebar dari sumatera hingga papua ,mantap pertamina komitmen jaga tahan energi nasional optimalisasi enam kilang sebar sumatera papua,positive,,0.5562484014684206
@Seputar_Energi_ mantap pertamina Penuhi 70 Persen Kebutuhan BBM Nasional Lewat Enam Kilang,@seputar_energi_ mantap pertamina penuhi 70 persen kebutuhan bbm nasional lewat enam kilang,mantap pertamina penuh persen butuh bahan bakar minyak nasional enam kilang,positive,,0.5155416996695009
@Seputar_Energi_ Terpenuhi nih oleh kilang pertamina semoga terus stabil,@seputar_energi_ terpenuhi nih oleh kilang pertamina semoga terus stabil,penuh nih kilang pertamina moga stabil,positive,,0.6173641086061779
@InfoJktCom Semoga kapasitas kilang terus ditingkatkan biar pasokan makin aman,@infojktcom semoga kapasitas kilang terus ditingkatkan biar pasokan makin aman,moga kapasitas kilang tingkat biar pasok aman,positive,,0.5931682193639924
@InfoJktCom Hebat kinerja operasional kilang terus ditingkatkan demi pelayanan optimal,@infojktcom hebat kinerja operasional kilang terus ditingkatkan demi pelayanan optimal,hebat kerja operasional kilang tingkat layan optimal,positive,,0.4548047238599016
@LahrianSyahilla Produksi dari kilang Pertamina jadi fondasi penting untuk ekonomi Indonesia,@lahriansyahilla produksi dari kilang pertamina jadi fondasi penting untuk ekonomi indonesia,produksi kilang pertamina fondasi ekonomi indonesia,positive,,0.5166120874142655
@Seputar_Energi_ Enam kilang ini bukti investasi Pertamina di sektor hulu dan hilir berjalan baik,@seputar_energi_ enam kilang ini bukti investasi pertamina di sektor hulu dan hilir berjalan baik,enam kilang bukti investasi pertamina sektor hulu hilir jalan,positive,,0.5501118747779131
@Seputar_Energi_ Salut kemandirian energi makin terjamin berkat produksi kilang dalam negeri,@seputar_energi_ salut kemandirian energi makin terjamin berkat produksi kilang dalam negeri,salut mandiri energi jamin berkat produksi kilang negeri,positive,,0.4812765551972299
@InfoJktCom Enam kilang yang beroperasi ini jadi penopang utama ketahanan energi nasional,@infojktcom enam kilang yang beroperasi ini jadi penopang utama ketahanan energi nasional,enam kilang operasi topang utama tahan energi nasional,positive,,0.6028989464701727
@Seputar_Energi_ Luar biasa 70 persen kebutuhan BBM nasional bisa dipenuhi dari kilang Pertamina,@seputar_energi_ luar biasa 70 persen kebutuhan bbm nasional bisa dipenuhi dari kilang pertamina,persen butuh bahan bakar minyak nasional penuh kilang pertamina,positive,,0.5722564216835152
@Seputar_Energi_ Menarik untuk melihat bagaimana Pertamina mengelola logistik distribusi BBM dari enam kilang ke seluruh Indonesia.,@seputar_energi_ menarik untuk melihat bagaimana pertamina mengelola logistik distribusi bbm dari enam kilang ke seluruh indonesia.,tarik pertamina kelola logistik distribusi bahan bakar minyak enam kilang indonesia,positive,,0.4157320130723301
Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional langkah tepat di ambil semoga dengan ini ketersediaan energi bisa tercukupi ️ https://t.co/p59Mo64eit,pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional langkah tepat di ambil semoga dengan ini ketersediaan energi bisa tercukupi ️ https://t.co/p59mo64eit,pertamina genjot produksi kilang kuat tahan energi nasional langkah ambil moga sedia energi cukup,positive,,0.5540069308625382
Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional Langkah yang tepat harus kita dukung selalu https://t.co/MLWJ5BSWDO,pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional langkah yang tepat harus kita dukung selalu https://t.co/mlwj5bswdo,pertamina genjot produksi kilang kuat tahan energi nasional langkah dukung,positive,,0.5361592122009532
@InfoJktCom Dengan kilang modern semoga produksi BBM juga semakin ramah lingkungan dan efisien.,@infojktcom dengan kilang modern semoga produksi bbm juga semakin ramah lingkungan dan efisien.,kilang modern moga produksi bahan bakar minyak ramah lingkung efisien,negative,,0.4795080351194052
Good Job Yah Buat Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional Semoga Dengan Ini Energi Nasional Semakin Menguat https://t.co/GdabInotgV,good job yah buat pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional semoga dengan ini energi nasional semakin menguat https://t.co/gdabinotgv,good job yah pertamina genjot produksi kilang kuat tahan energi nasional moga energi nasional kuat,positive,,0.5416073837126436
Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional Semoga berjalan dengan lancar dan sukses https://t.co/LY0UNONcoE,pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional semoga berjalan dengan lancar dan sukses https://t.co/ly0unoncoe,pertamina genjot produksi kilang kuat tahan energi nasional moga jalan lancar sukses,positive,,0.5598092171818227
Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional Semoga berjalan dengan lancar dan sukses https://t.co/lXhm8Q2AoV,pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional semoga berjalan dengan lancar dan sukses https://t.co/lxhm8q2aov,pertamina genjot produksi kilang kuat tahan energi nasional moga jalan lancar sukses,positive,,0.5598092171818227
Good Job Yah Buat Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional Semoga Dengan Ini Energi Nasional Semakin Menguat https://t.co/Shsww0BQci,good job yah buat pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional semoga dengan ini energi nasional semakin menguat https://t.co/shsww0bqci,good job yah pertamina genjot produksi kilang kuat tahan energi nasional moga energi nasional kuat,positive,,0.5416073837126436
@LahrianSyahilla Kilang dalam negeri semakin kuat semoga ke depan bisa 100% produksi sendiri tanpa impor BBM!,@lahriansyahilla kilang dalam negeri semakin kuat semoga ke depan bisa 100% produksi sendiri tanpa impor bbm!,kilang negeri kuat moga produksi impor bahan bakar minyak,negative,,0.6161817383640344
Pertamina terus genjot produksi kilang demi memperkuat ketahanan energi nasional 🇮🇩 Langkah nyata untuk jaga pasokan energi bangsa https://t.co/0WlYDQNuZJ,pertamina terus genjot produksi kilang demi memperkuat ketahanan energi nasional 🇮🇩 langkah nyata untuk jaga pasokan energi bangsa https://t.co/0wlydqnuzj,pertamina genjot produksi kilang kuat tahan energi nasional indonesia langkah nyata jaga pasok energi bangsa,positive,,0.5235053796936785
Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional langkah tepat di ambil semoga dengan ini ketersediaan energi bisa tercukupi ️ https://t.co/G1nz7hjMP8,pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional langkah tepat di ambil semoga dengan ini ketersediaan energi bisa tercukupi ️ https://t.co/g1nz7hjmp8,pertamina genjot produksi kilang kuat tahan energi nasional langkah ambil moga sedia energi cukup,positive,,0.5540069308625382
Pertamina Genjot Produksi Kilang untuk Perkuat Ketahanan Energi Nasional Langkah yang tepat harus kita dukung selalu https://t.co/wbu3qaxk0t,pertamina genjot produksi kilang untuk perkuat ketahanan energi nasional langkah yang tepat harus kita dukung selalu https://t.co/wbu3qaxk0t,pertamina genjot produksi kilang kuat tahan energi nasional langkah dukung,positive,,0.5361592122009532
