full_text,case_folding,preprocessing
@asyam_lambunk @azzurrazzz @dhaintly Ko jadi mafia? Kan kilang kerjaan pertamina kenapa malah mangkrak? Darisitu pak mentri makanya bilang males knp dari dulu ga selesai2 itu kilang udah liat kan video wawancaranya,@asyam_lambunk @azzurrazzz @dhaintly ko jadi mafia? kan kilang kerjaan pertamina kenapa malah mangkrak? darisitu pak mentri makanya bilang males knp dari dulu ga selesai2 itu kilang udah liat kan video wawancaranya,ko mafia kerja mangkrak darisitu tri bilang males knp selesai liat video wawancara
Semuanya disamber ya pak. Tapi emang lebih asik kalo ada tukang nyamber gini sih. Btw kudu perbanyak pengeboran juga sih selain perbanyak kilang. Kilang banyaj kalo gak ada crudenya ya gimana gitu. ,semuanya disamber ya pak. tapi emang lebih asik kalo ada tukang nyamber gini sih. btw kudu perbanyak pengeboran juga sih selain perbanyak kilang. kilang banyaj kalo gak ada crudenya ya gimana gitu. ,disamber emang asik tukang nyamber gin sih btw kudu banyak bor sih banyak banyaj crudenya gitu
@jaeminishappy @azzurrazzz @dhaintly Karena kalo bikin kilang tapi mafia impor migasnya gak diberantas? Yaaa tau sendiri lah ya :) ibarat kamu mau jualan tapi banyak punglinya,@jaeminishappy @azzurrazzz @dhaintly karena kalo bikin kilang tapi mafia impor migasnya gak diberantas? yaaa tau sendiri lah ya :) ibarat kamu mau jualan tapi banyak punglinya,bikin mafia impor migasnya berantas tau jual pungli
@asyam_lambunk @azzurrazzz @dhaintly Tapi pertamina kan ada wacana mau bikin 7 kilang minyak tapi emg ga selesai2 malah ada yg dibakar makanya dibilang males,@asyam_lambunk @azzurrazzz @dhaintly tapi pertamina kan ada wacana mau bikin 7 kilang minyak tapi emg ga selesai2 malah ada yg dibakar makanya dibilang males,wacana bikin emg selesai bakar bilang males
@aditmoetam @dhaintly Kan makanya bikin kilang tapi kilangnya malah dibakar,@aditmoetam @dhaintly kan makanya bikin kilang tapi kilangnya malah dibakar,bikin kilang bakar
@azzurrazzz @dhaintly FYI pembangunan kilang bisa menelan biaya 200 T anggaran MBG kita 335 T per tahun sedangkan kilang bisa bertahan sampai 50 tahun hanya dengan modal awal 200 T tadi.,@azzurrazzz @dhaintly fyi pembangunan kilang bisa menelan biaya 200 t anggaran mbg kita 335 t per tahun sedangkan kilang bisa bertahan sampai 50 tahun hanya dengan modal awal 200 t tadi.,fyi bangun tel biaya t anggar mbg t tahan modal t
@azzurrazzz @dhaintly Kalo soal penjualan setauku dibatasi kuota impor kalo mau bikin kilang swasta biayanya luar biasa gede (apalagi impor migas diatur kuotanya) sehingga swasta gak bakal bisa masuk ke indonesia. Dan swasta mana mau balik modal puluhan tahun hanya demi satu kilang mereka.,@azzurrazzz @dhaintly kalo soal penjualan setauku dibatasi kuota impor kalo mau bikin kilang swasta biayanya luar biasa gede (apalagi impor migas diatur kuotanya) sehingga swasta gak bakal bisa masuk ke indonesia. dan swasta mana mau balik modal puluhan tahun hanya demi satu kilang mereka.,jual tau batas kuota impor bikin swasta biaya gede impor migas atur kuota swasta masuk indonesia swasta modal puluh
Nih ... ketahuan BUMN perta=mini gak mau bangun kilang minyak.,nih ... ketahuan bumn perta=mini gak mau bangun kilang minyak.,nih tahu badan usaha milik negara perta mini bangun
Benerrrr Bener banget..!!! Untuk negara sebesar Indonesia minim kilang minyak aneh aja.. Padahal negeri ini punya banyak sumber minyak. Pemalas..!!!,benerrrr bener banget..!!! untuk negara sebesar indonesia minim kilang minyak aneh aja.. padahal negeri ini punya banyak sumber minyak. pemalas..!!!,bener bener banget negara indonesia minim aneh aja negeri sumber malas
@prana_ari @dhaintly Kalo udah bicara soal regulasi impor migas regulasi produksi migas ribet banget belum lagi mafianya kemarin jg diberitakan bahwa ada permufakatan jahat untuk menurunkan produksi kilang dalam negeri siapa lagi kalo bukan ulah mafia migas?,@prana_ari @dhaintly kalo udah bicara soal regulasi impor migas regulasi produksi migas ribet banget belum lagi mafianya kemarin jg diberitakan bahwa ada permufakatan jahat untuk menurunkan produksi kilang dalam negeri siapa lagi kalo bukan ulah mafia migas?,bicara regulasi impor migas regulasi produksi migas ribet banget mafia kemarin berita mufakat jahat turun produksi negeri ulah mafia migas
@Schultzz07 @dhaintly Coba cari aja data produksi minyak mentah indonesia data kapasitas kilang sama data konsumsi bbm di indonesia,@schultzz07 @dhaintly coba cari aja data produksi minyak mentah indonesia data kapasitas kilang sama data konsumsi bbm di indonesia,coba cari aja data produksi mentah indonesia data kapasitas data konsumsi indonesia
Hari-hari ini mulai dibuka. Namun apakah hal ini akan menggerakkan perusahaan terkait membangun dan mengoperasikan kilang minyak demi memenuhi kebutuhan BBM dalam negeri. Sangat bergantung kepada political will yang sangat kuat dari presiden RI.,hari-hari ini mulai dibuka. namun apakah hal ini akan menggerakkan perusahaan terkait membangun dan mengoperasikan kilang minyak demi memenuhi kebutuhan bbm dalam negeri. sangat bergantung kepada political will yang sangat kuat dari presiden ri.,buka gerak usaha kait bangun operasi penuh butuh negeri gantung political will kuat presiden ri
Bisa. Dengan berbagai skema pembiayaan. Lalu kenapa hal itu tidak dilakukan. Yg terjadi justru mengimpor BBM yg sudah jadi demi memenuhi kebutuhan BBM dalam negeri. Kenapa harus impor? Kenapa gak mau mendirikan dan mengoperasikan kilang agar kebutuhan BBM dalam negeri terpenuhi,bisa. dengan berbagai skema pembiayaan. lalu kenapa hal itu tidak dilakukan. yg terjadi justru mengimpor bbm yg sudah jadi demi memenuhi kebutuhan bbm dalam negeri. kenapa harus impor? kenapa gak mau mendirikan dan mengoperasikan kilang agar kebutuhan bbm dalam negeri terpenuhi,skema biaya impor penuh butuh negeri impor diri operasi butuh negeri penuh
@KangSemproel Kemungkinan Malaysia punya STORAGE dan KILANG MINYAK yg besar bisa untuk kebutuhan ber kali2 lebih besar dari kebutuhan se hari Mungkin bisa utk 3 bulan kedepan... dengan demikian Malaysia bisa beli minyak banyak saat harga minyak turun,@kangsemproel kemungkinan malaysia punya storage dan kilang minyak yg besar bisa untuk kebutuhan ber kali2 lebih besar dari kebutuhan se hari mungkin bisa utk 3 bulan kedepan... dengan demikian malaysia bisa beli minyak banyak saat harga minyak turun,malaysia storage butuh ber kali butuh depan malaysia beli harga turun
Masoouk ni barang Menkeu openly challenged Pertamina soal kilang https://t.co/ZkfSxP1m8u,masoouk ni barang menkeu openly challenged pertamina soal kilang https://t.co/zkfsxp1m8u,masoouk ni barang menkeu openly challenged
Menteri Keuangan Purbaya Yudhi Sadewa menyarankan PT Pertamina untuk membangun kilang minyak baru guna mengurangi ketergantungan impor yang pada akhirnya bakal menekan anggaran subsidi energi. https://t.co/hOG5EFVKeW,menteri keuangan purbaya yudhi sadewa menyarankan pt pertamina untuk membangun kilang minyak baru guna mengurangi ketergantungan impor yang pada akhirnya bakal menekan anggaran subsidi energi. https://t.co/hog5efvkew,menteri uang purbaya yudhi sadewa saran pt bangun kurang gantung impor tekan anggar subsidi energi
@profesor_saham Jadi kilang minyak kebakar itu manipulasi???????????,@profesor_saham jadi kilang minyak kebakar itu manipulasi???????????,bakar manipulasi
@dhaintly apakah di pertamina kurang sdm unggul sampe kilang ngga jadi ???????,@dhaintly apakah di pertamina kurang sdm unggul sampe kilang ngga jadi ???????,sdm unggul sampe
ga habis pikir sih pas dengerin mereka banyak impor.. misal ga cukup kan bisa buka kilang baru? katanya indonesia tanah yang kaya akan sda kalau kualitas impor lebih bagus gabisa kah memaksimalkan kualitas hasil dalam negeri? cmiiw ya kakak sekalian,ga habis pikir sih pas dengerin mereka banyak impor.. misal ga cukup kan bisa buka kilang baru? katanya indonesia tanah yang kaya akan sda kalau kualitas impor lebih bagus gabisa kah memaksimalkan kualitas hasil dalam negeri? cmiiw ya kakak sekalian,habis pikir sih pas dengerin impor buka indonesia tanah kaya sda kualitas impor bagus gabisa maksimal kualitas hasil negeri cmiiw kakak
@dhaintly Pertamina klo gak jadi ATM pejabat ijo coklat politisi bisa kok bikin kilang. Coba itu parasit2 di pertamina digasak dulu. Kalo punya power lho. Klo gak punya ntar situ yg dicopot. LOL,@dhaintly pertamina klo gak jadi atm pejabat ijo coklat politisi bisa kok bikin kilang. coba itu parasit2 di pertamina digasak dulu. kalo punya power lho. klo gak punya ntar situ yg dicopot. lol,atm jabat ijo coklat politis bikin coba parasit gasak power lho ntar situ copot lol
@dhaintly Riza Chalid anjeeng mana dia ngentot Pertamina juga diem bae. Mampus lu dibilang dibakar yakali rokokan deket kilang. Orang bego mana coba bisa kebakar tu kilang. Lu kira yg buat sekelas cebong yg ga ngerti safety buat keamanan kilang. Oh shit ,@dhaintly riza chalid anjeeng mana dia ngentot pertamina juga diem bae. mampus lu dibilang dibakar yakali rokokan deket kilang. orang bego mana coba bisa kebakar tu kilang. lu kira yg buat sekelas cebong yg ga ngerti safety buat keamanan kilang. oh shit ,riza chalid anjeeng ngentot diem bae mampus lu bilang bakar yakali rokok deket orang bego coba bakar tu lu kelas cebong ngerti safety aman shit
@dhaintly Mungkin Kilang ada tapi merknya esemka. lu nya aja yg kurang komik,@dhaintly mungkin kilang ada tapi merknya esemka. lu nya aja yg kurang komik,merknya esemka lu nya aja komik
@mas_veel Kalau malas pecat2 in saja Buat sayembara Lalu fit &amp; propertest Jadi pejabat tujuannya cuma mau mengeruk uang Negara mengeruk uang komisi Dari Supplier minyak Kalau buat Kilang minyak tentu jatah uang komisi hilang. Biaya buat mendapat jabatan tekor Karena memakai Jasa Calo.,@mas_veel kalau malas pecat2 in saja buat sayembara lalu fit &amp; propertest jadi pejabat tujuannya cuma mau mengeruk uang negara mengeruk uang komisi dari supplier minyak kalau buat kilang minyak tentu jatah uang komisi hilang. biaya buat mendapat jabatan tekor karena memakai jasa calo.,malas pecat in sayembara fit amp propertest jabat tuju keruk uang negara keruk uang komisi supplier jatah uang komisi hilang biaya jabat tekor pakai jasa calo
Jadi selama ini kilang minyak dii dineisa itu bukan punya PERTAMINA ???????????????????????????????????????????????????????????,jadi selama ini kilang minyak dii dineisa itu bukan punya pertamina ???????????????????????????????????????????????????????????,dii dineisa
SEMPAT MELAWAT KILANG COKELAT DI KOTA DAMME BELGIUM ..EH DI SELANGOR Alhamdulillah cikgu SB isteri dan anak lelaki memberi ruang waktu untuk lawatan santai di Muzium Cokelat Kota Damansara selepas makan kenduri di Dewan NAFAS Function Hall...sebelah dia jerr... https://t.co/hN4usNUizA,sempat melawat kilang cokelat di kota damme belgium ..eh di selangor alhamdulillah cikgu sb isteri dan anak lelaki memberi ruang waktu untuk lawatan santai di muzium cokelat kota damansara selepas makan kenduri di dewan nafas function hall...sebelah dia jerr... https://t.co/hn4usnuiza,lawat cokelat kota damme belgium eh selangor alhamdulillah cikgu sb isteri anak lelaki ruang lawat santai muzium cokelat kota damansara lepas makan kenduri dewan nafas function hall belah jerr
Menkeu ini lagi sering muncul di medsos nih. Setelah doi bbrp kali blunder di awal skrg videonya suka muncul di medsos dg gebrakan². Apakah ini sebuah drama? Hanya Purbaya yg tau Jadi kenapa Pertamina maunya minyaknya itu impor terus? Apakah kilang minyak baru dibikinin ,menkeu ini lagi sering muncul di medsos nih. setelah doi bbrp kali blunder di awal skrg videonya suka muncul di medsos dg gebrakan². apakah ini sebuah drama? hanya purbaya yg tau jadi kenapa pertamina maunya minyaknya itu impor terus? apakah kilang minyak baru dibikinin ,menkeu muncul medsos nih doi kali blunder video suka muncul medsos gebrak drama purbaya tau mau minyak impor dibikinin
@dhaintly Kalo pake kilang sendiri hilang dong komisi dari importir.,@dhaintly kalo pake kilang sendiri hilang dong komisi dari importir.,pake hilang komisi importir
@pedoqpop pacak stall burger tepi kilang,@pedoqpop pacak stall burger tepi kilang,pacak stall burger tepi
@dhaintly Kita bisa bikin kilang cuma pertaminya aja MALES Ini bahasanya gak tegas gak lugas. Mana ada perusahaan males. Bilang ajalah ada mafianya jadi jelas apa yang harus diperbaiki.,@dhaintly kita bisa bikin kilang cuma pertaminya aja males ini bahasanya gak tegas gak lugas. mana ada perusahaan males. bilang ajalah ada mafianya jadi jelas apa yang harus diperbaiki.,bikin tam aja males bahasa lugas usaha males bilang aja mafia baik
@dhaintly Pura pura atau kayak gmna menteri ini pertamina sarang mafia dan bangsat kan impor bbm bisa di mark up untung triliunan ngapain bikin kilang cuman menguntungkan negara bukan para bangsat ,@dhaintly pura pura atau kayak gmna menteri ini pertamina sarang mafia dan bangsat kan impor bbm bisa di mark up untung triliunan ngapain bikin kilang cuman menguntungkan negara bukan para bangsat ,pura pura kayak gmna menteri sarang mafia bangsat impor mark up untung triliun ngapain bikin cuman untung negara bangsat
Menkeu Purbaya Sindir Pertamina: Janji Bangun 7 Kilang Minyak Hingga Kini Tak Satu pun Terwujud https://t.co/Vc8q3fwEEH,menkeu purbaya sindir pertamina: janji bangun 7 kilang minyak hingga kini tak satu pun terwujud https://t.co/vc8q3fweeh,menkeu purbaya sindir janji bangun wujud
@IllumiDarkne55 @geloraco Katanya mau bikin 7 kilang baru dalam waktu 5 tahun tau2 bikin di alam ghaib Bro ,@illumidarkne55 @geloraco katanya mau bikin 7 kilang baru dalam waktu 5 tahun tau2 bikin di alam ghaib bro ,bikin tau bikin alam ghaib bro
@aditmoetam @dhaintly sebanyak ini kalo di bikin kilang bisa meminimalisir impor https://t.co/0YAZoXM14O,@aditmoetam @dhaintly sebanyak ini kalo di bikin kilang bisa meminimalisir impor https://t.co/0yazoxm14o,bikin meminimalisir impor
Bentar overcapacity dgn kilang sendiri bukannya logikanya harga tambah murah??,bentar overcapacity dgn kilang sendiri bukannya logikanya harga tambah murah??,bentar overcapacity logika harga murah
@sarah_pndjtn Kemungkinan pak Menkeu belum difeeding data yang benar ... karena rencananya 17 Nov akan diresmikan kilang terbesar se Indonesia https://t.co/l8Jfc0bMSw,@sarah_pndjtn kemungkinan pak menkeu belum difeeding data yang benar ... karena rencananya 17 nov akan diresmikan kilang terbesar se indonesia https://t.co/l8jfc0bmsw,menkeu difeeding data rencana nov resmi besar indonesia
@dhaintly duit di korupsi gt gimana mw bikin kilang mending bikin perut buncit,@dhaintly duit di korupsi gt gimana mw bikin kilang mending bikin perut buncit,duit korupsi gt mw bikin mending bikin perut buncit
@dhaintly Klo bikin kilang kan korupsinya sekali tp klo impor bisa korupsi sepanjang hidup,@dhaintly klo bikin kilang kan korupsinya sekali tp klo impor bisa korupsi sepanjang hidup,bikin korupsi impor korupsi hidup
Viral video kritik pedas Menkeu Purbaya terhadap Pertamina terkait mandeknya proyek pembangunan kilang minyak. Di depan Komisi XI DPR RI Menteri keuangan Purbaya Yudhi Sadewa menegaskan meski subsidi terus dikucurkan pembangunan kilang minyak baru tidak pernah https://t.co/KM4WMq7RWD,viral video kritik pedas menkeu purbaya terhadap pertamina terkait mandeknya proyek pembangunan kilang minyak. di depan komisi xi dpr ri menteri keuangan purbaya yudhi sadewa menegaskan meski subsidi terus dikucurkan pembangunan kilang minyak baru tidak pernah https://t.co/km4wmq7rwd,viral video kritik pedas menkeu purbaya kait mandek proyek bangun komisi xi dewan wakil rakyat ri menteri uang purbaya yudhi sadewa subsidi kucur bangun
@dhaintly Mafianya yg mencegah buat kilang pak.,@dhaintly mafianya yg mencegah buat kilang pak.,mafia cegah
Nepal kilang aku ada 3 biji motor dan 2 kereta. Rasalah dia isi rm2.60,nepal kilang aku ada 3 biji motor dan 2 kereta. rasalah dia isi rm2.60,nepal biji motor kereta rasa isi rm
Dari sejak lama harusnya bikin kilang..tapi kan mafia.. Lord Purbaya! https://t.co/sElgXq5hdF,dari sejak lama harusnya bikin kilang..tapi kan mafia.. lord purbaya! https://t.co/selgxq5hdf,bikin mafia lord purbaya
@tanyabiartahu @dhaintly Indonesia kaya SDA tapi impor BBM/LPG karena: 1) Produksi minyak mentah turun sejak 2008 tak cukup penuhi permintaan domestik yg naik. 2) Kapasitas kilang terbatas jadi ekspor mentah &amp; impor produk olahan. 3) Ketergantungan LPG impor krn konversi gas alam ke LPG blm optimal.,@tanyabiartahu @dhaintly indonesia kaya sda tapi impor bbm/lpg karena: 1) produksi minyak mentah turun sejak 2008 tak cukup penuhi permintaan domestik yg naik. 2) kapasitas kilang terbatas jadi ekspor mentah &amp; impor produk olahan. 3) ketergantungan lpg impor krn konversi gas alam ke lpg blm optimal.,indonesia kaya sda impor elpiji produksi mentah turun penuh minta domestik kapasitas batas ekspor mentah amp impor produk olah gantung elpiji impor konversi gas alam elpiji optimal
